opportunity_id,account_id,account_name,call_date,call_owner,customer_seniority,notes,outcome,opportunity_stage,opportunity_type
ACCT-261-new business-2025,ACCT-261,Atlantic Partners,2025-06-09,Donna Moriarty,Director,Discovery call with Director. Deep dive into performance bottlenecks. They need automated workflows and performance monitoring. Current solution: Pied Piper. Timeline: within 60 days. Budget: $100K-$250K.,neutral,2. Discovery,new business
ACCT-261-new business-2025,ACCT-261,Atlantic Partners,2025-06-02,Donna Moriarty,Director,Qualification call - Director confirmed cost overruns is priority. They're looking at Endframe and Endframe. Our scalability resonated well. Next steps: technical demo.,negative,2. Discovery,new business
ACCT-262-new business-2024,ACCT-262,Central Group,2024-10-15,Jake Morgan,Individual Contributor,Initial outreach to Individual Contributor at Central Group. They're currently using Endframe but experiencing performance bottlenecks. Showed interest in our AI-powered insights capabilities.,neutral,4. Negotiation,new business
ACCT-262-new business-2024,ACCT-262,Central Group,2024-10-15,Jake Morgan,Individual Contributor,"Discovery session with Individual Contributor and team. Key pain points: performance bottlenecks, limited analytics. They're evaluating YaoNet. Our data visualization addresses their needs. Timeline: within 30 days.",positive,4. Negotiation,new business
ACCT-262-new business-2024,ACCT-262,Central Group,2024-10-23,Jake Morgan,Individual Contributor,Qualification call - Individual Contributor confirmed data silos is priority. They're looking at Pied Piper and YaoNet. Our security focus resonated well. Next steps: proof of concept.,negative,4. Negotiation,new business
ACCT-262-new business-2024,ACCT-262,Central Group,2024-10-28,Jake Morgan,Manager,Product demo for Manager. They loved our data visualization and superior performance. Some concerns about vendor lock-in. Competition: YaoNet. Timeline: Q3 2025.,negative,4. Negotiation,new business
ACCT-263-new business-2025,ACCT-263,Digital Co,2025-05-07,Carlos Rivera,Manager,Initial outreach to Manager at Digital Co. They're currently using SeeFood but experiencing cost overruns. Showed interest in our advanced reporting capabilities.,negative,3. Evaluation,new business
ACCT-263-new business-2025,ACCT-263,Digital Co,2025-05-08,Carlos Rivera,Director,Discovery call with Director. Deep dive into manual reporting. They need automated workflows and role-based permissions. Current solution: YaoNet. Timeline: immediate. Budget: $100K-$250K.,neutral,3. Evaluation,new business
ACCT-263-new business-2025,ACCT-263,Digital Co,2025-05-20,Carlos Rivera,Director,Qualification call - Director confirmed manual reporting is priority. They're looking at YaoNet and SeeFood. Our enterprise features resonated well. Next steps: reference calls.,neutral,3. Evaluation,new business
ACCT-263-new business-2025,ACCT-263,Digital Co,2025-05-27,Carlos Rivera,Manager,Technical deep dive with Manager. They're impressed with our enterprise security and webhook support. Concerns about security requirements. Comparing us to Pied Piper. Timeline: Q3 2025.,negative,3. Evaluation,new business
ACCT-263-new business-2025,ACCT-263,Digital Co,2025-06-13,Carlos Rivera,Director,Product demo for Director. They loved our automated workflows and better pricing. Some concerns about security requirements. Competition: SeeFood. Timeline: immediate.,negative,3. Evaluation,new business
ACCT-263-new business-2025,ACCT-263,Digital Co,2025-06-15,Carlos Rivera,Director,Technical deep dive with Director. They're impressed with our custom dashboards and audit logging. Concerns about feature gaps. Comparing us to Pied Piper. Timeline: end of year.,negative,3. Evaluation,new business
ACCT-264-new business-2025,ACCT-264,Silver Group,2025-03-06,Brian Chen,Director,First conversation with Director. They mentioned cost overruns as their biggest challenge. Currently evaluating YaoNet and Pied Piper. Timeline: 3-6 months.,negative,5. Closed Lost,new business
ACCT-265-new business-2025,ACCT-265,Cloud Solutions,2025-06-10,Donna Moriarty,Director,Initial outreach to Director at Cloud Solutions. They're currently using Pied Piper but experiencing scalability issues. Showed interest in our enterprise security capabilities.,negative,4. Negotiation,new business
ACCT-265-new business-2025,ACCT-265,Cloud Solutions,2025-06-11,Donna Moriarty,Director,"Discovery session with Director and team. Key pain points: security concerns, complex workflows. They're evaluating Endframe. Our API integration addresses their needs. Timeline: Q4 2025.",negative,4. Negotiation,new business
ACCT-265-new business-2025,ACCT-265,Cloud Solutions,2025-06-10,Donna Moriarty,Manager,"Discovery session with Manager and team. Key pain points: limited customization, limited analytics. They're evaluating SeeFood. Our AI-powered insights addresses their needs. Timeline: end of year.",negative,4. Negotiation,new business
ACCT-265-new business-2025,ACCT-265,Cloud Solutions,2025-08-12,Donna Moriarty,Individual Contributor,Technical deep dive with Individual Contributor. They're impressed with our API integration and audit logging. Concerns about integration complexity. Comparing us to Pied Piper. Timeline: Q4 2025.,negative,4. Negotiation,new business
ACCT-266-new business-2025,ACCT-266,Blue Group,2025-06-28,Tina Patel,Manager,Intro call with Manager. They're looking to solve performance bottlenecks. Budget seems to be around $500K+. Competition includes Pied Piper.,negative,5. Closed Lost,new business
ACCT-267-new business-2025,ACCT-267,West Ltd,2025-07-22,Carlos Rivera,Director,First conversation with Director. They mentioned poor user adoption as their biggest challenge. Currently evaluating SeeFood and YaoNet. Timeline: end of year.,positive,5. Closed Won,new business
ACCT-267-new business-2025,ACCT-267,West Ltd,2025-08-17,Carlos Rivera,VP,Deal won! VP was impressed with our data visualization and rapid deployment. Beat YaoNet on better performance. Timeline: next quarter.,positive,5. Closed Won,new business
ACCT-267-renewal-2026,ACCT-267,West Ltd,2026-06-16,David Lee,Manager,Intro call with Manager. They're looking to solve compliance requirements. Budget seems to be around $100K-$250K. Competition includes SeeFood.,negative,4. Negotiation,renewal
ACCT-267-renewal-2026,ACCT-267,West Ltd,2026-06-28,David Lee,Director,"Discovery session with Director and team. Key pain points: integration challenges, complex workflows. They're evaluating SeeFood. Our automated workflows addresses their needs. Timeline: Q3 2025.",neutral,4. Negotiation,renewal
ACCT-267-renewal-2026,ACCT-267,West Ltd,2026-06-23,David Lee,Director,Qualification call - Director confirmed limited customization is priority. They're looking at SeeFood and SeeFood. Our security focus resonated well. Next steps: security review.,negative,4. Negotiation,renewal
ACCT-268-new business-2024,ACCT-268,Central Corp,2024-08-12,Samantha Lee,Manager,Intro call with Manager. They're looking to solve lack of real-time insights. Budget seems to be around $500K+. Competition includes SeeFood.,neutral,2. Discovery,new business
ACCT-268-new business-2024,ACCT-268,Central Corp,2024-08-24,Samantha Lee,Manager,Qualification call - Manager confirmed security concerns is priority. They're looking at SeeFood and Endframe. Our ease of use resonated well. Next steps: contract review.,negative,2. Discovery,new business
ACCT-269-new business-2025,ACCT-269,Tech Technologies,2025-03-17,Carlos Rivera,Individual Contributor,First conversation with Individual Contributor. They mentioned limited customization as their biggest challenge. Currently evaluating Endframe and SeeFood. Timeline: Q3 2025.,neutral,2. Discovery,new business
ACCT-269-new business-2025,ACCT-269,Tech Technologies,2025-03-24,Carlos Rivera,Manager,Discovery call with Manager. Deep dive into cost overruns. They need real-time analytics and SSO integration. Current solution: Endframe. Timeline: immediate. Budget: $500K+.,negative,2. Discovery,new business
ACCT-269-new business-2025,ACCT-269,Tech Technologies,2025-03-26,Carlos Rivera,Director,Qualification call - Director confirmed manual reporting is priority. They're looking at Pied Piper and Endframe. Our excellent support resonated well. Next steps: compliance assessment.,negative,2. Discovery,new business
ACCT-270-new business-2025,ACCT-270,Global Technologies,2025-05-15,Tina Patel,Manager,Initial outreach to Manager at Global Technologies. They're currently using Pied Piper but experiencing lack of real-time insights. Showed interest in our API integration capabilities.,neutral,4. Negotiation,new business
ACCT-270-new business-2025,ACCT-270,Global Technologies,2025-05-27,Tina Patel,Manager,"Discovery session with Manager and team. Key pain points: limited customization, poor mobile experience. They're evaluating Endframe. Our multi-tenant architecture addresses their needs. Timeline: immediate.",negative,4. Negotiation,new business
ACCT-271-new business-2025,ACCT-271,Pacific Solutions,2025-06-07,Brian Chen,Director,Intro call with Director. They're looking to solve compliance requirements. Budget seems to be around $250K-$500K. Competition includes SeeFood.,negative,2. Discovery,new business
ACCT-271-new business-2025,ACCT-271,Pacific Solutions,2025-06-11,Brian Chen,Manager,Discovery call with Manager. Deep dive into cost overruns. They need real-time analytics and role-based permissions. Current solution: YaoNet. Timeline: next quarter. Budget: $50K-$100K.,neutral,2. Discovery,new business
ACCT-271-new business-2025,ACCT-271,Pacific Solutions,2025-06-17,Brian Chen,Individual Contributor,Discovery call with Individual Contributor. Deep dive into integration challenges. They need cloud deployment and backup and recovery. Current solution: SeeFood. Timeline: Q4 2025. Budget: $100K-$250K.,positive,2. Discovery,new business
ACCT-272-new business-2025,ACCT-272,Central LLC,2025-03-05,Jake Morgan,Manager,Initial outreach to Manager at Central LLC. They're currently using Pied Piper but experiencing data silos. Showed interest in our enterprise security capabilities.,negative,3. Evaluation,new business
ACCT-272-new business-2025,ACCT-272,Central LLC,2025-03-14,Jake Morgan,Individual Contributor,Discovery call with Individual Contributor. Deep dive into manual reporting. They need multi-tenant architecture and role-based permissions. Current solution: Endframe. Timeline: end of year. Budget: $100K-$250K.,negative,3. Evaluation,new business
ACCT-272-new business-2025,ACCT-272,Central LLC,2025-03-02,Jake Morgan,Director,Discovery call with Director. Deep dive into poor user adoption. They need advanced reporting and backup and recovery. Current solution: Pied Piper. Timeline: 3-6 months. Budget: $10K-$25K.,neutral,3. Evaluation,new business
ACCT-272-new business-2025,ACCT-272,Central LLC,2025-03-04,Jake Morgan,Individual Contributor,Evaluation call - Individual Contributor wants to see enterprise security in action. They're also looking at SeeFood. Pricing feedback: need to justify ROI. Next: contract review.,negative,3. Evaluation,new business
ACCT-272-new business-2025,ACCT-272,Central LLC,2025-03-20,Jake Morgan,Director,Technical deep dive with Director. They're impressed with our mobile app and performance monitoring. Concerns about integration complexity. Comparing us to SeeFood. Timeline: within 30 days.,neutral,3. Evaluation,new business
ACCT-272-new business-2025,ACCT-272,Central LLC,2025-03-06,Jake Morgan,Individual Contributor,Evaluation call - Individual Contributor wants to see custom dashboards in action. They're also looking at YaoNet. Pricing feedback: budget approval needed. Next: technical demo.,negative,3. Evaluation,new business
ACCT-273-new business-2025,ACCT-273,Tech Inc,2025-04-19,Carlos Rivera,Manager,First conversation with Manager. They mentioned poor user adoption as their biggest challenge. Currently evaluating Endframe and SeeFood. Timeline: immediate.,negative,2. Discovery,new business
ACCT-273-new business-2025,ACCT-273,Tech Inc,2025-04-18,Carlos Rivera,Manager,Qualification call - Manager confirmed lack of real-time insights is priority. They're looking at YaoNet and Pied Piper. Our security focus resonated well. Next steps: pricing discussion.,negative,2. Discovery,new business
ACCT-273-new business-2025,ACCT-273,Tech Inc,2025-04-28,Carlos Rivera,Manager,Discovery call with Manager. Deep dive into data silos. They need advanced reporting and custom branding. Current solution: SeeFood. Timeline: next quarter. Budget: $10K-$25K.,negative,2. Discovery,new business
ACCT-274-new business-2025,ACCT-274,Global Technologies,2025-07-12,Carlos Rivera,Individual Contributor,Intro call with Individual Contributor. They're looking to solve limited customization. Budget seems to be around $50K-$100K. Competition includes Pied Piper.,negative,4. Negotiation,new business
ACCT-274-new business-2025,ACCT-274,Global Technologies,2025-07-14,Carlos Rivera,Director,Qualification call - Director confirmed performance bottlenecks is priority. They're looking at YaoNet and SeeFood. Our scalability resonated well. Next steps: security review.,negative,4. Negotiation,new business
ACCT-275-new business-2024,ACCT-275,Global Systems,2024-11-14,Carlos Rivera,Manager,Intro call with Manager. They're looking to solve security concerns. Budget seems to be around $50K-$100K. Competition includes Endframe.,negative,3. Evaluation,new business
ACCT-275-new business-2024,ACCT-275,Global Systems,2024-11-28,Carlos Rivera,Director,Discovery call with Director. Deep dive into compliance requirements. They need multi-tenant architecture and multi-language support. Current solution: Pied Piper. Timeline: next quarter. Budget: $100K-$250K.,negative,3. Evaluation,new business
ACCT-275-new business-2024,ACCT-275,Global Systems,2024-11-15,Carlos Rivera,Individual Contributor,"Discovery session with Individual Contributor and team. Key pain points: scalability issues, deployment challenges. They're evaluating Pied Piper. Our mobile app addresses their needs. Timeline: 3-6 months.",negative,3. Evaluation,new business
ACCT-276-new business-2024,ACCT-276,Dynamic Systems,2024-12-30,Carlos Rivera,Director,Initial outreach to Director at Dynamic Systems. They're currently using Endframe but experiencing data silos. Showed interest in our AI-powered insights capabilities.,negative,5. Closed Lost,new business
ACCT-277-new business-2024,ACCT-277,West Co,2024-12-24,Donna Moriarty,Director,Intro call with Director. They're looking to solve poor user adoption. Budget seems to be around $100K-$250K. Competition includes Endframe.,negative,2. Discovery,new business
ACCT-277-new business-2024,ACCT-277,West Co,2024-12-24,Donna Moriarty,Director,Qualification call - Director confirmed integration challenges is priority. They're looking at Endframe and Pied Piper. Our scalability resonated well. Next steps: proof of concept.,neutral,2. Discovery,new business
ACCT-277-new business-2024,ACCT-277,West Co,2025-01-02,Donna Moriarty,Individual Contributor,"Discovery session with Individual Contributor and team. Key pain points: security concerns, slow response times. They're evaluating Pied Piper. Our automated workflows addresses their needs. Timeline: immediate.",negative,2. Discovery,new business
ACCT-278-new business-2024,ACCT-278,Pacific Inc,2024-10-26,Samantha Lee,Manager,First conversation with Manager. They mentioned data silos as their biggest challenge. Currently evaluating YaoNet and Endframe. Timeline: Q1 2025.,negative,2. Discovery,new business
ACCT-278-new business-2024,ACCT-278,Pacific Inc,2024-10-29,Samantha Lee,Manager,"Discovery session with Manager and team. Key pain points: integration challenges, version control issues. They're evaluating YaoNet. Our advanced reporting addresses their needs. Timeline: Q3 2025.",neutral,2. Discovery,new business
ACCT-278-new business-2024,ACCT-278,Pacific Inc,2024-10-27,Samantha Lee,Individual Contributor,"Discovery session with Individual Contributor and team. Key pain points: cost overruns, version control issues. They're evaluating SeeFood. Our multi-tenant architecture addresses their needs. Timeline: within 60 days.",neutral,2. Discovery,new business
ACCT-279-new business-2025,ACCT-279,Clear Technologies,2025-05-09,Carlos Rivera,Individual Contributor,First conversation with Individual Contributor. They mentioned scalability issues as their biggest challenge. Currently evaluating SeeFood and Pied Piper. Timeline: within 30 days.,negative,5. Closed Lost,new business
ACCT-279-new business-2025,ACCT-279,Clear Technologies,2025-05-22,Carlos Rivera,Director,Discovery call with Director. Deep dive into performance bottlenecks. They need cloud deployment and backup and recovery. Current solution: Pied Piper. Timeline: Q2 2025. Budget: $100K-$250K.,negative,5. Closed Lost,new business
ACCT-280-new business-2024,ACCT-280,Digital LLC,2024-08-20,Brian Chen,Manager,Intro call with Manager. They're looking to solve lack of real-time insights. Budget seems to be around $50K-$100K. Competition includes YaoNet.,negative,3. Evaluation,new business
ACCT-280-new business-2024,ACCT-280,Digital LLC,2024-08-16,Brian Chen,Manager,Qualification call - Manager confirmed performance bottlenecks is priority. They're looking at SeeFood and Endframe. Our better pricing resonated well. Next steps: proof of concept.,positive,3. Evaluation,new business
ACCT-280-new business-2024,ACCT-280,Digital LLC,2024-08-27,Brian Chen,VP,Discovery call with VP. Deep dive into cost overruns. They need data visualization and webhook support. Current solution: Endframe. Timeline: Q4 2025. Budget: $500K+.,neutral,3. Evaluation,new business
ACCT-280-new business-2024,ACCT-280,Digital LLC,2024-10-28,Brian Chen,Individual Contributor,Product demo for Individual Contributor. They loved our cloud deployment and superior performance. Some concerns about support quality. Competition: Pied Piper. Timeline: within 30 days.,neutral,3. Evaluation,new business
ACCT-281-new business-2024,ACCT-281,Golden Group,2025-01-07,Carlos Rivera,Director,Initial outreach to Director at Golden Group. They're currently using Endframe but experiencing integration challenges. Showed interest in our real-time analytics capabilities.,neutral,4. Negotiation,new business
ACCT-281-new business-2024,ACCT-281,Golden Group,2025-01-04,Carlos Rivera,Manager,"Discovery session with Manager and team. Key pain points: data silos, poor mobile experience. They're evaluating Pied Piper. Our multi-tenant architecture addresses their needs. Timeline: 3-6 months.",negative,4. Negotiation,new business
ACCT-281-new business-2024,ACCT-281,Golden Group,2025-01-10,Carlos Rivera,Manager,Qualification call - Manager confirmed lack of real-time insights is priority. They're looking at Pied Piper and Pied Piper. Our superior performance resonated well. Next steps: technical demo.,negative,4. Negotiation,new business
ACCT-282-new business-2025,ACCT-282,Tech Solutions,2025-03-01,Tina Patel,Director,Initial outreach to Director at Tech Solutions. They're currently using YaoNet but experiencing compliance requirements. Showed interest in our enterprise security capabilities.,negative,2. Discovery,new business
ACCT-282-new business-2025,ACCT-282,Tech Solutions,2025-02-27,Tina Patel,Director,Qualification call - Director confirmed poor user adoption is priority. They're looking at Pied Piper and SeeFood. Our security focus resonated well. Next steps: technical demo.,positive,2. Discovery,new business
ACCT-282-new business-2025,ACCT-282,Tech Solutions,2025-03-09,Tina Patel,Individual Contributor,Discovery call with Individual Contributor. Deep dive into manual reporting. They need multi-tenant architecture and multi-language support. Current solution: Endframe. Timeline: within 60 days. Budget: $100K-$250K.,positive,2. Discovery,new business
ACCT-283-new business-2024,ACCT-283,Quick Technologies,2024-10-22,Tina Patel,Director,First conversation with Director. They mentioned poor user adoption as their biggest challenge. Currently evaluating Endframe and SeeFood. Timeline: 3-6 months.,negative,5. Closed Lost,new business
ACCT-283-new business-2024,ACCT-283,Quick Technologies,2024-10-26,Tina Patel,Manager,Discovery call with Manager. Deep dive into integration challenges. They need real-time analytics and multi-language support. Current solution: SeeFood. Timeline: Q2 2025. Budget: $25K-$50K.,negative,5. Closed Lost,new business
ACCT-284-new business-2025,ACCT-284,Central Systems,2025-01-29,Tina Patel,Individual Contributor,First conversation with Individual Contributor. They mentioned limited customization as their biggest challenge. Currently evaluating YaoNet and Endframe. Timeline: next quarter.,negative,2. Discovery,new business
ACCT-284-new business-2025,ACCT-284,Central Systems,2025-02-02,Tina Patel,Individual Contributor,Qualification call - Individual Contributor confirmed data silos is priority. They're looking at YaoNet and Endframe. Our better pricing resonated well. Next steps: security review.,negative,2. Discovery,new business
ACCT-284-new business-2025,ACCT-284,Central Systems,2025-02-03,Tina Patel,Director,Qualification call - Director confirmed performance bottlenecks is priority. They're looking at SeeFood and Pied Piper. Our enterprise features resonated well. Next steps: contract review.,neutral,2. Discovery,new business
ACCT-285-new business-2025,ACCT-285,North Group,2025-05-25,Brian Chen,Manager,Intro call with Manager. They're looking to solve security concerns. Budget seems to be around $250K-$500K. Competition includes YaoNet.,negative,3. Evaluation,new business
ACCT-285-new business-2025,ACCT-285,North Group,2025-06-04,Brian Chen,Director,Qualification call - Director confirmed data silos is priority. They're looking at Pied Piper and YaoNet. Our better pricing resonated well. Next steps: pricing discussion.,negative,3. Evaluation,new business
ACCT-285-new business-2025,ACCT-285,North Group,2025-06-05,Brian Chen,Manager,Discovery call with Manager. Deep dive into performance bottlenecks. They need enterprise security and audit logging. Current solution: Endframe. Timeline: immediate. Budget: $50K-$100K.,positive,3. Evaluation,new business
ACCT-285-new business-2025,ACCT-285,North Group,2025-08-11,Brian Chen,Individual Contributor,Product demo for Individual Contributor. They loved our real-time analytics and better pricing. Some concerns about vendor lock-in. Competition: YaoNet. Timeline: Q4 2025.,negative,3. Evaluation,new business
ACCT-286-new business-2025,ACCT-286,Global Group,2025-01-15,Samantha Lee,Individual Contributor,Intro call with Individual Contributor. They're looking to solve cost overruns. Budget seems to be around $25K-$50K. Competition includes Pied Piper.,negative,2. Discovery,new business
ACCT-286-new business-2025,ACCT-286,Global Group,2025-01-22,Samantha Lee,Individual Contributor,Discovery call with Individual Contributor. Deep dive into limited customization. They need enterprise security and custom branding. Current solution: YaoNet. Timeline: within 60 days. Budget: $250K-$500K.,negative,2. Discovery,new business
ACCT-287-new business-2025,ACCT-287,North Solutions,2025-06-14,Brian Chen,VP,Initial outreach to VP at North Solutions. They're currently using SeeFood but experiencing scalability issues. Showed interest in our automated workflows capabilities.,negative,2. Discovery,new business
ACCT-287-new business-2025,ACCT-287,North Solutions,2025-06-18,Brian Chen,VP,Discovery call with VP. Deep dive into cost overruns. They need API integration and audit logging. Current solution: Pied Piper. Timeline: end of year. Budget: $50K-$100K.,negative,2. Discovery,new business
ACCT-287-new business-2025,ACCT-287,North Solutions,2025-06-18,Brian Chen,Director,Discovery call with Director. Deep dive into poor user adoption. They need custom dashboards and audit logging. Current solution: SeeFood. Timeline: next quarter. Budget: $250K-$500K.,neutral,2. Discovery,new business
ACCT-288-new business-2025,ACCT-288,Clear Systems,2025-01-23,Tina Patel,Manager,Intro call with Manager. They're looking to solve poor user adoption. Budget seems to be around $250K-$500K. Competition includes Pied Piper.,negative,2. Discovery,new business
ACCT-288-new business-2025,ACCT-288,Clear Systems,2025-01-27,Tina Patel,Director,"Discovery session with Director and team. Key pain points: cost overruns, slow response times. They're evaluating Pied Piper. Our automated workflows addresses their needs. Timeline: within 30 days.",negative,2. Discovery,new business
ACCT-289-new business-2024,ACCT-289,West Corp,2024-10-08,Brian Chen,Director,Initial outreach to Director at West Corp. They're currently using Endframe but experiencing manual reporting. Showed interest in our API integration capabilities.,negative,2. Discovery,new business
ACCT-289-new business-2024,ACCT-289,West Corp,2024-10-16,Brian Chen,VP,"Discovery session with VP and team. Key pain points: integration challenges, difficult onboarding. They're evaluating SeeFood. Our cloud deployment addresses their needs. Timeline: 3-6 months.",negative,2. Discovery,new business
ACCT-290-new business-2025,ACCT-290,Data Inc,2025-05-29,Carlos Rivera,Manager,Initial outreach to Manager at Data Inc. They're currently using SeeFood but experiencing performance bottlenecks. Showed interest in our enterprise security capabilities.,negative,2. Discovery,new business
ACCT-290-new business-2025,ACCT-290,Data Inc,2025-06-12,Carlos Rivera,Manager,Discovery call with Manager. Deep dive into manual reporting. They need enterprise security and SSO integration. Current solution: SeeFood. Timeline: next quarter. Budget: $10K-$25K.,negative,2. Discovery,new business
ACCT-290-new business-2025,ACCT-290,Data Inc,2025-06-12,Carlos Rivera,Director,"Discovery session with Director and team. Key pain points: scalability issues, version control issues. They're evaluating Endframe. Our AI-powered insights addresses their needs. Timeline: within 30 days.",negative,2. Discovery,new business
ACCT-291-new business-2025,ACCT-291,Fast LLC,2025-06-11,Brian Chen,Director,Intro call with Director. They're looking to solve integration challenges. Budget seems to be around $50K-$100K. Competition includes SeeFood.,neutral,3. Evaluation,new business
ACCT-291-new business-2025,ACCT-291,Fast LLC,2025-06-26,Brian Chen,Director,Discovery call with Director. Deep dive into compliance requirements. They need mobile app and backup and recovery. Current solution: YaoNet. Timeline: immediate. Budget: $100K-$250K.,neutral,3. Evaluation,new business
ACCT-291-new business-2025,ACCT-291,Fast LLC,2025-06-21,Brian Chen,VP,Discovery call with VP. Deep dive into scalability issues. They need cloud deployment and audit logging. Current solution: YaoNet. Timeline: Q2 2025. Budget: $25K-$50K.,neutral,3. Evaluation,new business
ACCT-291-new business-2025,ACCT-291,Fast LLC,2025-08-02,Brian Chen,Director,Technical deep dive with Director. They're impressed with our advanced reporting and performance monitoring. Concerns about vendor lock-in. Comparing us to YaoNet. Timeline: within 60 days.,negative,3. Evaluation,new business
ACCT-291-new business-2025,ACCT-291,Fast LLC,2025-07-15,Brian Chen,VP,Technical deep dive with VP. They're impressed with our enterprise security and backup and recovery. Concerns about integration complexity. Comparing us to Endframe. Timeline: Q2 2025.,neutral,3. Evaluation,new business
ACCT-292-new business-2025,ACCT-292,West Co,2025-03-12,Donna Moriarty,Individual Contributor,Initial outreach to Individual Contributor at West Co. They're currently using Endframe but experiencing performance bottlenecks. Showed interest in our multi-tenant architecture capabilities.,positive,5. Closed Won,new business
ACCT-292-new business-2025,ACCT-292,West Co,2025-07-18,Donna Moriarty,C-level,Contract signed with C-level. They valued our excellent support over Pied Piper. Implementation starts end of year.,positive,5. Closed Won,new business
ACCT-292-renewal-2026,ACCT-292,West Co,2026-05-21,David Lee,Manager,Initial outreach to Manager at West Co. They're currently using Pied Piper but experiencing data silos. Showed interest in our API integration capabilities.,negative,2. Discovery,renewal
ACCT-293-new business-2024,ACCT-293,Worldwide Group,2024-12-28,Jake Morgan,Individual Contributor,Initial outreach to Individual Contributor at Worldwide Group. They're currently using SeeFood but experiencing compliance requirements. Showed interest in our multi-tenant architecture capabilities.,negative,5. Closed Lost,new business
ACCT-294-new business-2024,ACCT-294,Smart Technologies,2024-09-04,Carlos Rivera,Manager,First conversation with Manager. They mentioned data silos as their biggest challenge. Currently evaluating Endframe and Endframe. Timeline: next quarter.,negative,2. Discovery,new business
ACCT-294-new business-2024,ACCT-294,Smart Technologies,2024-09-08,Carlos Rivera,Director,Discovery call with Director. Deep dive into performance bottlenecks. They need automated workflows and multi-language support. Current solution: Endframe. Timeline: Q4 2025. Budget: $10K-$25K.,neutral,2. Discovery,new business
ACCT-294-new business-2024,ACCT-294,Smart Technologies,2024-09-02,Carlos Rivera,Director,"Discovery session with Director and team. Key pain points: manual reporting, complex workflows. They're evaluating YaoNet. Our data visualization addresses their needs. Timeline: Q4 2025.",positive,2. Discovery,new business
ACCT-295-new business-2024,ACCT-295,North Technologies,2024-12-22,Carlos Rivera,Director,Initial outreach to Director at North Technologies. They're currently using YaoNet but experiencing integration challenges. Showed interest in our multi-tenant architecture capabilities.,negative,2. Discovery,new business
ACCT-295-new business-2024,ACCT-295,North Technologies,2024-12-27,Carlos Rivera,Manager,Discovery call with Manager. Deep dive into integration challenges. They need AI-powered insights and webhook support. Current solution: YaoNet. Timeline: Q4 2025. Budget: $25K-$50K.,positive,2. Discovery,new business
ACCT-295-new business-2024,ACCT-295,North Technologies,2024-12-24,Carlos Rivera,Individual Contributor,Qualification call - Individual Contributor confirmed limited customization is priority. They're looking at Endframe and Pied Piper. Our scalability resonated well. Next steps: compliance assessment.,negative,2. Discovery,new business
ACCT-296-new business-2025,ACCT-296,Strategic Group,2025-06-04,Donna Moriarty,Director,First conversation with Director. They mentioned compliance requirements as their biggest challenge. Currently evaluating SeeFood and Endframe. Timeline: within 60 days.,negative,4. Negotiation,new business
ACCT-296-new business-2025,ACCT-296,Strategic Group,2025-06-05,Donna Moriarty,Manager,Qualification call - Manager confirmed manual reporting is priority. They're looking at YaoNet and Pied Piper. Our rapid deployment resonated well. Next steps: pricing discussion.,neutral,4. Negotiation,new business
ACCT-296-new business-2025,ACCT-296,Strategic Group,2025-06-17,Donna Moriarty,Director,Qualification call - Director confirmed lack of real-time insights is priority. They're looking at Endframe and YaoNet. Our superior performance resonated well. Next steps: reference calls.,positive,4. Negotiation,new business
ACCT-296-new business-2025,ACCT-296,Strategic Group,2025-08-08,Donna Moriarty,Manager,Evaluation call - Manager wants to see mobile app in action. They're also looking at Endframe. Pricing feedback: good value. Next: compliance assessment.,negative,4. Negotiation,new business
ACCT-297-new business-2024,ACCT-297,Green Co,2024-08-19,Carlos Rivera,Individual Contributor,Intro call with Individual Contributor. They're looking to solve scalability issues. Budget seems to be around $500K+. Competition includes SeeFood.,neutral,3. Evaluation,new business
ACCT-297-new business-2024,ACCT-297,Green Co,2024-08-19,Carlos Rivera,Manager,"Discovery session with Manager and team. Key pain points: compliance requirements, complex workflows. They're evaluating SeeFood. Our data visualization addresses their needs. Timeline: end of year.",neutral,3. Evaluation,new business
ACCT-297-new business-2024,ACCT-297,Green Co,2024-08-25,Carlos Rivera,Director,Discovery call with Director. Deep dive into manual reporting. They need API integration and role-based permissions. Current solution: Endframe. Timeline: Q1 2025. Budget: $10K-$25K.,neutral,3. Evaluation,new business
ACCT-298-new business-2025,ACCT-298,Tech Solutions,2025-01-10,Brian Chen,Director,Intro call with Director. They're looking to solve cost overruns. Budget seems to be around $25K-$50K. Competition includes SeeFood.,negative,4. Negotiation,new business
ACCT-298-new business-2025,ACCT-298,Tech Solutions,2025-01-09,Brian Chen,VP,"Discovery session with VP and team. Key pain points: lack of real-time insights, difficult onboarding. They're evaluating YaoNet. Our enterprise security addresses their needs. Timeline: end of year.",neutral,4. Negotiation,new business
ACCT-298-new business-2025,ACCT-298,Tech Solutions,2025-01-21,Brian Chen,VP,"Discovery session with VP and team. Key pain points: integration challenges, complex workflows. They're evaluating Pied Piper. Our custom dashboards addresses their needs. Timeline: within 30 days.",negative,4. Negotiation,new business
ACCT-298-new business-2025,ACCT-298,Tech Solutions,2025-04-08,Brian Chen,VP,Evaluation call - VP wants to see data visualization in action. They're also looking at SeeFood. Pricing feedback: too expensive. Next: pricing discussion.,negative,4. Negotiation,new business
